,Event.Id,Investigation.Type,Accident.Number,Event.Date,Country,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,year,month,day,Make/Model,model_new,City,State
46933,20001212X19600,Accident,MIA99LA235,1999-08-23,United States,4A7,CLAYTON COUNTY-TARA FIELD,Non-Fatal,Substantial,Airplane,N55218,cessna,172p,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1999,8,23,cessna 172p,172,HAMPTON, GA
46937,20001212X19535,Accident,FTW99LA245A,1999-08-23,United States,ASG,SPRINGDALE MUNICIPAL,Non-Fatal,Substantial,Airplane,N6015G,cessna,150k,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,1999,8,23,cessna 150k,150,SPRINGDALE, AR
46954,20001212X19603,Accident,MIA99LA238,1999-08-25,United States,4R3,WILLIAM STEWART,Non-Fatal,Substantial,Airplane,N6685J,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,2.0,VMC,Climb,Probable Cause,1999,8,25,piper pa28140,pa-28,JACKSON, AL
46958,20001212X19617,Accident,NYC99FA214,1999-08-25,United States,,,Fatal(4),Destroyed,Airplane,N733DH,cessna,172n,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,1999,8,25,cessna 172n,172,DYKE, VA
46961,20001212X19636,Accident,NYC99LA212,1999-08-26,United States,,,Non-Fatal,Substantial,Airplane,N2475J,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1999,8,26,cessna 150,150,MADISON, OH
46963,20001212X19460,Accident,CHI99LA312,1999-08-26,United States,,,Non-Fatal,Substantial,Airplane,N61612,cessna,172m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,1999,8,26,cessna 172m,172,BLOOMINGTON, IL
46967,20001212X19604,Accident,MIA99LA239,1999-08-27,United States,OLV,OLIVE BRANCH,Non-Fatal,Substantial,Airplane,N4521E,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1999,8,27,cessna 172n,172,OLIVE BRANCH, MS
46985,20001212X19461,Accident,CHI99LA313,1999-08-28,United States,50K,PAWNEE CITY AIRPORT,Non-Fatal,Substantial,Airplane,N5535U,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,1999,8,28,piper pa28140,pa-28,PAWNEE CITY, NE
46991,20001212X19616,Accident,NYC99FA213,1999-08-29,United States,FWN,SUSSEX,Fatal(3),Substantial,Airplane,N737CJ,cessna,172n,No,1.0,Reciprocating,Instructional,3.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,1999,8,29,cessna 172n,172,SUSSEX, NJ
47005,20001212X19573,Accident,LAX99LA290,1999-08-31,United States,61B,BOULDER CITY MUNICIPAL,Non-Fatal,Substantial,Airplane,N8675W,piper,pa28235,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1999,8,31,piper pa28235,pa-28,BOULDER CITY, NV
47006,20001212X19422,Accident,ATL99LA120,1999-08-31,United States,18FD,BAKER,Non-Fatal,Substantial,Airplane,N5377L,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1999,8,31,cessna 152,152,BAKER, FL
47009,20001212X19499,Accident,DEN99LA156,1999-08-31,United States,00V,MEADOW LAKE AIRPORT,Non-Fatal,Destroyed,Airplane,N5172L,piper,pa28180,No,1.0,Reciprocating,Personal,0.0,2.0,2.0,0.0,VMC,Takeoff,Probable Cause,1999,8,31,piper pa28180,pa-28,PEYTON, CO
47016,20001212X19722,Accident,CHI99LA354,1999-09-01,United States,3BS,MIDLAND JACK BARSTOW,Non-Fatal,Substantial,Airplane,N1316Q,cessna,150l,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,1999,9,1,cessna 150l,150,MIDLAND, MI
47022,20001212X19735,Accident,DEN99FA157,1999-09-01,United States,,,Fatal(2),Destroyed,Airplane,N4366D,piper,pa28181,No,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1999,9,1,piper pa28181,pa-28,VILLA GROVE, CO
47034,20001212X19737,Accident,DEN99LA159,1999-09-03,United States,APA,CENTENNIAL,Non-Fatal,Substantial,Airplane,N62740,cessna,172p,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1999,9,3,cessna 172p,172,ENGLEWOOD, CO
47043,20001212X19828,Accident,MIA99LA247,1999-09-04,United States,LAL,LAKELAND-LINDER REGIONAL,Non-Fatal,Substantial,Airplane,N172AN,cessna,172n,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1999,9,4,cessna 172n,172,LAKELAND, FL
47045,20001212X19707,Accident,CHI99LA320,1999-09-04,United States,,,Non-Fatal,Substantial,Airplane,N2972U,cessna,172d,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,1999,9,4,cessna 172d,172,SOUTH WAYNE, WI
47048,20001212X19810,Accident,LAX99LA309,1999-09-05,United States,CRQ,MCCLELLAN-PALOMAR,Non-Fatal,Substantial,Airplane,N733WX,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,1999,9,5,cessna 172n,172,CARLSBAD, CA
47052,20001212X19799,Accident,LAX99LA295,1999-09-05,United States,,,Non-Fatal,Substantial,Airplane,N8135U,cessna,150m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Climb,Probable Cause,1999,9,5,cessna 150m,150,MENLO PARK, CA
47055,20001212X19720,Accident,CHI99LA352,1999-09-05,United States,,,Non-Fatal,Substantial,Airplane,N63668,cessna,150m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1999,9,5,cessna 150m,150,LEBANON, MO
47063,20001212X19692,Accident,ATL99LA125,1999-09-06,United States,,,Non-Fatal,Substantial,Airplane,N7883U,cessna,172p,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,1999,9,6,cessna 172p,172,BUCHANAN, GA
47064,20001212X19690,Accident,ATL99LA123,1999-09-06,United States,NONE,,Non-Fatal,Substantial,Airplane,N9785T,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1999,9,6,cessna 172,172,HOUSTON, MS
47067,20001212X19668,Accident,ANC99LA142,1999-09-06,United States,,JEWELL AIRSTRIP,Non-Fatal,Substantial,Airplane,N63460,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1999,9,6,cessna 150,150,BIG LAKE, AK
47073,20001212X19709,Accident,CHI99LA333,1999-09-08,United States,,,Non-Fatal,Substantial,Airplane,N84385,cessna,172k,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1999,9,8,cessna 172k,172,PICKRELL, NE
47097,20001212X19832,Accident,MIA99LA256,1999-09-11,United States,47A,CHEROKEE COUNTY AIRPORT,Non-Fatal,Substantial,Airplane,N6757W,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Landing,Probable Cause,1999,9,11,piper pa28140,pa-28,CANTON, GA
47099,20001212X19808,Accident,LAX99LA306,1999-09-11,United States,RHV,REID-HILLVIEW OF S. CLARA,Non-Fatal,Substantial,Airplane,N534CA,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,1999,9,11,cessna 172n,172,SAN JOSE, CA
47100,20001212X19767,Accident,FTW99LA258,1999-09-11,United States,FSM,FORT SMITH REGIONAL,Non-Fatal,Substantial,Airplane,N9724B,cessna,172rg,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1999,9,11,cessna 172rg,172,FORT SMITH, AR
47101,20001212X19711,Accident,CHI99LA336,1999-09-11,United States,,PRIVATE AIRSTRIP,Non-Fatal,Substantial,Airplane,N172DJ,cessna,172m,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,Takeoff,Probable Cause,1999,9,11,cessna 172m,172,DALEVILLE, IN
47110,20001212X19862,Accident,NYC99LA225,1999-09-12,United States,MJX,ROBERT J. MILLER AIRPORT,Non-Fatal,Substantial,Airplane,N8313R,piper,pa28201rt,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1999,9,12,piper pa28201rt,pa-28,TOMS RIVER, NJ
47117,20001212X19766,Accident,FTW99LA257,1999-09-12,United States,DDJ,FRISCO MUNICIPAL,Non-Fatal,Substantial,Airplane,N50495,cessna,150j,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1999,9,12,cessna 150j,150,FRISCO, TX
47123,20001212X19864,Accident,NYC99LA227,1999-09-13,United States,SFM,SANFORD REGIOANL,Non-Fatal,Substantial,Airplane,N5337L,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1999,9,13,cessna 152,152,SANFORD, ME
47137,20001212X19886,Accident,SEA99LA165,1999-09-16,United States,,,Non-Fatal,Substantial,Airplane,N7832N,piper,pa28180,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,IMC,Maneuvering,Probable Cause,1999,9,16,piper pa28180,pa-28,EATONVILLE, WA
47140,20001212X19769,Accident,FTW99LA260,1999-09-16,United States,BKP,BAXTER COUNTRY REGIONAL,Non-Fatal,Substantial,Airplane,N84697,cessna,172k,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1999,9,16,cessna 172k,172,MOUNTAIN HOME, AR
47143,20001212X19700,Accident,CHI99FA341,1999-09-16,United States,MO28,PLATTSBURG AIRPARK,Fatal(3),Destroyed,Airplane,N1406F,cessna,172h,No,1.0,Reciprocating,Personal,3.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,1999,9,16,cessna 172h,172,PLATTSBURG, MO
47147,20001212X19812,Accident,LAX99LA313,1999-09-17,United States,MER,CASTLE,Non-Fatal,Substantial,Airplane,N2339E,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,1999,9,17,cessna 172n,172,MERCED, CA
47156,20001212X19742,Accident,DEN99LA165,1999-09-18,United States,,,Non-Fatal,Substantial,Airplane,N65602,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1999,9,18,cessna 152,152,MURRAY, UT
47169,20001212X19835,Accident,MIA99LA259,1999-09-19,United States,3M5,MOONTOWN,Non-Fatal,Substantial,Airplane,N734TC,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,1999,9,19,cessna 172n,172,MOONTOWN, AL
47170,20001212X19783,Accident,IAD99LA067,1999-09-19,United States,D70,HONEOYE FALLS,Non-Fatal,Substantial,Airplane,N6941A,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,1999,9,19,cessna 172,172,HONEOYE FALLS, NY
47173,20001212X19743,Accident,DEN99LA166,1999-09-19,United States,1V9,DELTA-BLAKE,Non-Fatal,Substantial,Airplane,N4262L,cessna,172g,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1999,9,19,cessna 172g,172,DELTA, CO
47184,20001212X19784,Accident,IAD99LA068,1999-09-21,United States,VKX,POTOMAC AIRFIELD,Non-Fatal,Substantial,Airplane,N63325,cessna,172p,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,IMC,Takeoff,Probable Cause,1999,9,21,cessna 172p,172,FRIENDLY, MD
47185,20001212X19771,Accident,FTW99LA264,1999-09-21,United States,T41,LA PORTE MUNICIPAL,Non-Fatal,Substantial,Airplane,N5093Q,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1999,9,21,cessna 152,152,LA PORTE, TX
47187,20001212X19703,Accident,CHI99FA346,1999-09-21,United States,FSK,FORT SCOTT MUNICIPAL ARPT,Fatal(1),Destroyed,Airplane,N8446W,piper,pa28180,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Landing,Probable Cause,1999,9,21,piper pa28180,pa-28,FORT SCOTT, KS
47188,20001212X19892,Accident,SEA99LA173,1999-09-22,United States,WA10,GROVE FIELD,Non-Fatal,Substantial,Airplane,N704XA,cessna,150m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,1999,9,22,cessna 150m,150,CAMAS, WA
47194,20001212X19836,Accident,MIA99LA264,1999-09-23,United States,,,Non-Fatal,Substantial,Airplane,N4300S,piper,pa28161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1999,9,23,piper pa28161,pa-28,COVINGTON, GA
47203,20001212X19840,Accident,MIA99LA270,1999-09-24,United States,ORL,ORLANDO EXECUTIVE,Non-Fatal,Substantial,Airplane,N9536B,cessna,172rg,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1999,9,24,cessna 172rg,172,ORLANDO, FL
47206,20001212X19843,Accident,MIA99LA274,1999-09-25,United States,,,Non-Fatal,Substantial,Airplane,N9123P,piper,pa28236,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1999,9,25,piper pa28236,pa-28,ST. AUGUSTINE, FL
47208,20001212X19780,Accident,IAD99FA069,1999-09-25,United States,MD24,HAYSFIELD AIRPORT,Non-Fatal,Substantial,Airplane,N66641,cessna,150m,No,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,Landing,Probable Cause,1999,9,25,cessna 150m,150,ELLICOTT CITY, MD
47216,20001212X19747,Accident,DEN99LA170,1999-09-25,United States,,,Non-Fatal,Destroyed,Airplane,N9103B,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,1999,9,25,cessna 172,172,PANGUITCH, UT
47219,20001212X19893,Accident,SEA99LA174,1999-09-26,United States,,,Non-Fatal,Substantial,Airplane,N9395J,piper,pa28180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,1999,9,26,piper pa28180,pa-28,VAUGHN, WA
47221,20001212X19816,Accident,LAX99LA321,1999-09-26,United States,VCB,NUT TREE AIRPORT,Non-Fatal,Substantial,Airplane,N738ZQ,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1999,9,26,cessna 172n,172,VACAVILLE, CA
47224,20001212X19718,Accident,CHI99LA348,1999-09-26,United States,DSM,DES MOINES INTERNATIONAL,Non-Fatal,Substantial,Airplane,N738FA,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Descent,Probable Cause,1999,9,26,cessna 172n,172,DES MOINES, IA
47227,20001212X19775,Accident,FTW99LA269,1999-09-27,United States,GGG,GREGG COUNTY,Non-Fatal,Substantial,Airplane,N5374J,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1999,9,27,cessna 172n,172,LONGVIEW, TX
47231,20001212X19704,Accident,CHI99FA356,1999-09-27,United States,,,Fatal(1),Destroyed,Airplane,N5747U,piper,pa28140,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,1999,9,27,piper pa28140,pa-28,CLINTON, IA
47237,20001212X19779,Accident,FTW99LA273,1999-09-30,United States,,,Non-Fatal,Substantial,Airplane,N5399B,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1999,9,30,cessna 152,152,SLATON, TX
47238,20001212X19778,Accident,FTW99LA272,1999-09-30,United States,RKR,ROBERT S. KERR,Fatal(1),Substantial,Airplane,N8092S,cessna,150f,No,1.0,Reciprocating,Instructional,1.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,1999,9,30,cessna 150f,150,POTEAU, OK
47249,20001212X20027,Accident,NYC00LA002,1999-10-02,United States,8B8,LAKES REGION AIRPORT,Non-Fatal,Substantial,Airplane,N6921X,cessna,172,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,2.0,VMC,Takeoff,Probable Cause,1999,10,2,cessna 172,172,WOLFEBORO, NH
47251,20001212X20006,Accident,MIA00LA001,1999-10-02,United States,,,Non-Fatal,Substantial,Airplane,N49508,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Approach,Probable Cause,1999,10,2,cessna 152,152,PENSACOLA, FL
47280,20001212X19987,Accident,LAX00LA012,1999-10-07,United States,TOA,TORRANCE ZAMPERINI FIELD,Non-Fatal,Substantial,Airplane,N123FR,cessna,172p,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,1999,10,7,cessna 172p,172,TORRANCE, CA
47284,20001212X20031,Accident,NYC00LA008,1999-10-08,United States,,,Non-Fatal,Substantial,Airplane,N56094,piper,pa28r200,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Cruise,Probable Cause,1999,10,8,piper pa28r200,pa-28,BERLIN, MD
47285,20001212X20034,Accident,NYC00LA011,1999-10-09,United States,,,Non-Fatal,Substantial,Airplane,N35669,cessna,172i,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1999,10,9,cessna 172i,172,N. EAST CARRY, ME
47289,20001212X19953,Accident,FTW00LA009,1999-10-09,United States,,,Non-Fatal,Substantial,Airplane,N3603J,cessna,150g,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,Cruise,Probable Cause,1999,10,9,cessna 150g,150,EL RENO, OK
47296,20001212X19919,Accident,CHI00LA007,1999-10-10,United States,PWK,PALWAUKEE MUNICIPAL ARPT.,Non-Fatal,Substantial,Airplane,N2977V,cessna,150m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1999,10,10,cessna 150m,150,WHEELING, IL
47306,20001212X19920,Accident,CHI00LA008,1999-10-13,United States,57C,EAST TROY MUNICIPAL,Non-Fatal,Substantial,Airplane,N7941F,cessna,150f,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,1999,10,13,cessna 150f,150,EAST TROY, WI
47314,20001212X20010,Accident,MIA00LA007,1999-10-15,United States,1TN0,LEE FIELD,Non-Fatal,Substantial,Airplane,N3013C,piper,pa28161,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,1999,10,15,piper pa28161,pa-28,LEBANON, TN
47316,20001212X19955,Accident,FTW00LA011,1999-10-15,United States,M32,LAKE VILLAGE MUNICIPAL,Non-Fatal,Substantial,Airplane,N66930,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1999,10,15,cessna 152,152,LAKE VILLAGE, AR
47318,20001212X19921,Accident,CHI00LA010,1999-10-15,United States,CRG,CAMBRIDGE MUNICIPAL,Non-Fatal,Substantial,Airplane,N4621L,cessna,172g,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1999,10,15,cessna 172g,172,CAMBRIDGE, MN
47319,20001212X19975,Accident,LAX00FA017,1999-10-15,United States,,,Fatal(2),Destroyed,Airplane,N5169B,cessna,152,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1999,10,15,cessna 152,152,Ventura, CA
47327,20001212X20009,Accident,MIA00LA006,1999-10-17,United States,,,Non-Fatal,Substantial,Airplane,N6504L,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Climb,Probable Cause,1999,10,17,cessna 152,152,BAYOU LA BATRE, AL
47334,20001212X20013,Accident,MIA00LA010,1999-10-18,United States,,,Non-Fatal,Substantial,Airplane,N3240V,cessna,150m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,Probable Cause,1999,10,18,cessna 150m,150,BUNNELL, FL
47345,20001212X19994,Accident,LAX00LA021,1999-10-20,United States,,,Non-Fatal,Substantial,Airplane,N738FY,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Descent,Probable Cause,1999,10,20,cessna 172n,172,DEER VALLEY, AZ
47358,20001212X20055,Accident,SEA00LA008,1999-10-23,United States,,,Non-Fatal,Substantial,Airplane,N1252Y,cessna,150b,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1999,10,23,cessna 150b,150,SWEET HOME, OR
47363,20001212X19937,Accident,DEN00FA009,1999-10-23,United States,,,Fatal(1),Substantial,Airplane,N9548A,cessna,172r,No,1.0,Reciprocating,Personal,1.0,2.0,0.0,0.0,VMC,Climb,Probable Cause,1999,10,23,cessna 172r,172,ASPEN, CO
47364,20001212X19904,Accident,ATL00LA002,1999-10-23,United States,,,Non-Fatal,Substantial,Airplane,N616FT,piper,pa28161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1999,10,23,piper pa28161,pa-28,LAKE WALES, FL
47366,20001212X20049,Incident,SEA00IA007A,1999-10-23,United States,,,Incident,Minor,Airplane,N54844,cessna,172p,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,1999,10,23,cessna 172p,172,WENATCHEE, WA
47370,20001212X19930,Accident,CHI00LA021,1999-10-24,United States,Y55,CRANDON MUNICIPAL,Non-Fatal,Substantial,Airplane,N4776E,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1999,10,24,cessna 172n,172,CRANDON, WI
47381,20001212X20057,Accident,SEA00LA010,1999-10-27,United States,,STAR S RANCH,Non-Fatal,Substantial,Airplane,N12376,cessna,172m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1999,10,27,cessna 172m,172,MACKAY, ID
47385,20001212X19944,Accident,DEN00LA011,1999-10-27,United States,APA,CENTENNIAL AIRPORT,Non-Fatal,Substantial,Airplane,N7906X,cessna,172b,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1999,10,27,cessna 172b,172,ENGLEWOOD, CO
47386,20001212X19928,Accident,CHI00LA017,1999-10-27,United States,Y01,WAUKON,Non-Fatal,Substantial,Airplane,N52569,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1999,10,27,cessna 172,172,WAUKON, IA
47389,20001212X20018,Accident,MIA00LA016,1999-10-28,United States,AJR,HABERSHAM COUNTY,Non-Fatal,Substantial,Airplane,N5389Q,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1999,10,28,cessna 152,152,CORNELIA, GA
47390,20001212X20017,Accident,MIA00LA015,1999-10-28,United States,MS22,MURPHY FLYING SERVICE,Non-Fatal,Substantial,Airplane,N1171F,cessna,172g,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1999,10,28,cessna 172g,172,ITTA BENA, MS
47393,20001212X19963,Accident,FTW00LA021,1999-10-28,United States,9LA6,PINEVILLE,Non-Fatal,Substantial,Airplane,N5301E,cessna,172m,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,1999,10,28,cessna 172m,172,PINEVILLE, LA
47398,20001212X19908,Accident,ATL00LA006,1999-10-29,United States,,,Non-Fatal,Substantial,Airplane,N757YQ,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1999,10,29,cessna 152,152,GAINESVILLE, FL
47399,20001212X19907,Accident,ATL00LA005,1999-10-29,United States,00M,THIGPEN FIELD,Non-Fatal,Substantial,Airplane,N6444F,cessna,150f,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,1999,10,29,cessna 150f,150,BAY SPRINGS, MS
47403,20001212X19964,Accident,FTW00LA022,1999-10-30,United States,BXA,GEORGE R. CARR MEMORIAL,Non-Fatal,Substantial,Airplane,N2654T,piper,pa28r200,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1999,10,30,piper pa28r200,pa-28,BOGALUSA, LA
47410,20001212X20098,Accident,FTW00LA023,1999-11-01,United States,BMT,BEAUMONT MUNICIPAL,Non-Fatal,Substantial,Airplane,N7833X,cessna,172b,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1999,11,1,cessna 172b,172,BEAUMONT, TX
47414,20001212X20117,Accident,LAX00LA031,1999-11-02,United States,CHD,CHANDLER MUNICIPAL,Non-Fatal,Substantial,Airplane,N98909,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1999,11,2,cessna 172n,172,CHANDLER, AZ
47417,20001212X20134,Accident,MIA00FA019,1999-11-02,United States,,,Fatal(1),Destroyed,Airplane,N924JH,cessna,152,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1999,11,2,cessna 152,152,TAMARAC, FL
47419,20001212X20137,Accident,MIA00LA020,1999-11-03,United States,RDU,RALEIGH-DURHAM INT,Non-Fatal,Substantial,Airplane,N8515W,piper,pa28235,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1999,11,3,piper pa28235,pa-28,RALEIGH, NC
47425,20001212X20138,Accident,MIA00LA022,1999-11-05,United States,,,Non-Fatal,Substantial,Airplane,N714RA,cessna,150m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1999,11,5,cessna 150m,150,JACKSONVILLE, NC
47428,20001212X20155,Accident,NYC00LA028,1999-11-06,United States,NONE,,Non-Fatal,Substantial,Airplane,N5490P,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1999,11,6,cessna 152,152,RISING SUN, MD
47433,20001212X20092,Accident,DEN00LA016A,1999-11-07,United States,2V2,VANCE BRAND AIRPORT,Non-Fatal,Substantial,Airplane,N6158T,cessna,150e,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Maneuvering,Probable Cause,1999,11,7,cessna 150e,150,LONGMONT, CO
